Domain,Threat_Type,Trigger_Context,Leaked_Data (Source),Leak_Method (Sink),Destination,Party_Check
www.nexon.com,Parasitic_Branch (Rule 2),AUTONOMOUS,Unknown,window.open,https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)
www.nexon.com,Parasitic_Branch (Rule 2),AUTONOMOUS,Unknown,location.href (Evasion Suspected),https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)
www.nexon.com,Parasitic_Branch (Rule 2),EVENT_DRIVEN,Unknown,location.href (Evasion Suspected),https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)
www.nexon.com,Parasitic_Branch (Rule 2),AUTONOMOUS,Unknown,location.href (Evasion Suspected),https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)
www.nexon.com,Parasitic_Branch (Rule 2),AUTONOMOUS,Unknown,LoadFrameInst.href (Evasion Suspected),https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)
www.nexon.com,Parasitic_Branch (Rule 2),AUTONOMOUS,Unknown,LoadFrameInst.href (Evasion Suspected),https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)
www.nexon.com,Parasitic_Branch (Rule 2),AUTONOMOUS,Unknown,LoadFrameInst.href (Evasion Suspected),https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)
www.nexon.com,Parasitic_Branch (Rule 2),AUTONOMOUS,Unknown,LoadFrameInst.href (Evasion Suspected),https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)
www.nexon.com,Parasitic_Branch (Rule 2),AUTONOMOUS,Unknown,LoadFrameInst.href (Evasion Suspected),https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)
www.nexon.com,Parasitic_Branch (Rule 2),AUTONOMOUS,Unknown,LoadFrameInst.href (Evasion Suspected),https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)
www.nexon.com,Parasitic_Branch (Rule 2),AUTONOMOUS,Unknown,LoadFrameInst.href (Evasion Suspected),https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)
www.nexon.com,Parasitic_Branch (Rule 2),AUTONOMOUS,Unknown,LoadFrameInst.href (Evasion Suspected),https://static.hotjar.com/c/hotjar-1327448.js?sv=6 (🌟 Predicted 3rd-Party Tracker),3rd-Party (Parasitic)


=== Final Statistical Report ===
Total domains scanned,4
Malicious tracker infected domains,4

[Detailed Evasion Technique Statistics]
DOM Evasion (Rule 4),50 cases
Fingerprinting Leak,6 cases
Dual Execution Context (Rule 3),66 cases
Isolated Exfiltration (Rule 1),0 cases
Parasitic Branch (Rule 2),18 cases
Camouflaged 3rd-party leak,0 cases (Core finding!)
